Deaf DB: Title (auto)	Deaf DB: Year (auto)	IMDb ID used	IMDb ID source	Award	Award year	Category	Winner	Notes	Sources	DMDb: Category	DMDb: Deaf Actor	DMDb: Deaf Director	SoS: Tags	Wikipedia: Description	IMDb HoH: Description	SoS: Summary
Babel	2006	tt0449467	manual	Academy_Awards	2007	Oscar: Best Achievement in Music Written for Motion Pictures, Original Score	TRUE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	BAFTA	2007	BAFTA Film Award: Best Film	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	BAFTA	2007	BAFTA Film Award: Best Screenplay - Original	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	BAFTA	2007	BAFTA Film Award: Best Cinematography	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	BAFTA	2007	BAFTA Film Award: Best Editing	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	BAFTA	2007	BAFTA Film Award: Best Sound	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	BAFTA	2007	Anthony Asquith Award for Film Music	TRUE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	BAFTA	2007	David Lean Award for Direction	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	Golden_Globes	2007	Golden Globe: Best Motion Picture - Drama	TRUE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	Golden_Globes	2007	Golden Globe: Best Performance by an Actress in a Supporting Role in a Motion Picture	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	Golden_Globes	2007	Golden Globe: Best Performance by an Actress in a Supporting Role in a Motion Picture	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	Golden_Globes	2007	Golden Globe: Best Performance by an Actor in a Supporting Role in a Motion Picture	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	Golden_Globes	2007	Golden Globe: Best Director - Motion Picture	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	Golden_Globes	2007	Golden Globe: Best Screenplay - Motion Picture	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Babel	2006	tt0449467	manual	Golden_Globes	2007	Golden Globe: Best Original Score - Motion Picture	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies with No Deaf Actors | Leading Roles; Movies			deaf child; deaf child hearing parent; hearing actor in deaf role; isolation		Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.	Portmanteau film about transcultural isolation includes section with lonely deaf teen Japanese girl
Baby Driver	1970	tt3890160	manual	NBR	2017	NBR Award: Top Films	TRUE	None	DMDb		CJ Jones					
Baby Driver	2017	tt3890160	manual	NBR	2017	NBR Award: Top Films	TRUE	None	Sign on Screen; IMDb HoH				adoption/foster care; deaf actor; Deaf Gain; deafened by accident/violence; lipreading, inc. magical; music; tinnitus		Coerced into working for a crime boss, a young getaway driver must face the music when a doomed heist threatens his life, love, and freedom.	Getaway driver (Ansel Elgort) who was part-deafened in childhood crash constantly listens to music to mask his tinnitus; lives with a Deaf foster father (played by CJ Jones) and lipreads seamlessly
Baby Driver	1970	tt3890160	manual	Academy_Awards	2018	Oscar: Best Achievement in Film Editing	FALSE	None	DMDb		CJ Jones					
Baby Driver	1970	tt3890160	manual	Academy_Awards	2018	Oscar: Best Achievement in Sound Mixing	FALSE	None	DMDb		CJ Jones					
Baby Driver	1970	tt3890160	manual	Academy_Awards	2018	Oscar: Best Achievement in Sound Editing	FALSE	None	DMDb		CJ Jones					
Baby Driver	1970	tt3890160	manual	BAFTA	2018	BAFTA Film Award: Best Editing	TRUE	None	DMDb		CJ Jones					
Baby Driver	1970	tt3890160	manual	BAFTA	2018	BAFTA Film Award: Best Sound	FALSE	None	DMDb		CJ Jones					
Baby Driver	1970	tt3890160	manual	Golden_Globes	2018	Golden Globe: Best Performance by an Actor in a Motion Picture - Musical or Comedy	FALSE	None	DMDb		CJ Jones					
Baby Driver	2017	tt3890160	manual	Academy_Awards	2018	Oscar: Best Achievement in Film Editing	FALSE	None	Sign on Screen; IMDb HoH				adoption/foster care; deaf actor; Deaf Gain; deafened by accident/violence; lipreading, inc. magical; music; tinnitus		Coerced into working for a crime boss, a young getaway driver must face the music when a doomed heist threatens his life, love, and freedom.	Getaway driver (Ansel Elgort) who was part-deafened in childhood crash constantly listens to music to mask his tinnitus; lives with a Deaf foster father (played by CJ Jones) and lipreads seamlessly
Baby Driver	2017	tt3890160	manual	Academy_Awards	2018	Oscar: Best Achievement in Sound Mixing	FALSE	None	Sign on Screen; IMDb HoH				adoption/foster care; deaf actor; Deaf Gain; deafened by accident/violence; lipreading, inc. magical; music; tinnitus		Coerced into working for a crime boss, a young getaway driver must face the music when a doomed heist threatens his life, love, and freedom.	Getaway driver (Ansel Elgort) who was part-deafened in childhood crash constantly listens to music to mask his tinnitus; lives with a Deaf foster father (played by CJ Jones) and lipreads seamlessly
